image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.8259,1.3451,1.3348
0003-3157556-1669-21.png,0.42,0.8684,0.8442
0003-3157556-1671-21.png,0.4476,0.9536,0.9001
0003-3157556-1675-21.png,0.3494,0.9231,0.8793
0003-3157556-1682-21.png,0.369,0.8087,0.7809
0003-3157556-178-6.png,0.5294,1.0174,1.0084
0003-3157556-274-17.png,0.6972,1.1674,1.1248
0003-3157556-275-17.png,0.5774,1.0022,0.9811
0003-3157556-308-3.png,0.4024,0.8429,0.8241
0003-3157556-374-8.png,0.4148,0.8635,0.85
0003-3157556-383-4.png,1.002,1.4322,1.4636
0003-3157556-444-9.png,0.335,0.8575,0.8344
0003-3157556-445-9.png,0.4655,1.0949,1.0479
0003-3157556-976-19.png,0.4517,0.9986,0.9683
0004-3157556-1001-21.png,0.3014,0.6824,0.6559
0004-3157556-1007-21.png,0.4829,1.0158,0.9652
0004-3157556-1008-21.png,0.5479,1.0927,1.0658
0004-3157556-1016-21.png,0.2114,0.663,0.6041
0004-3157556-128-15.png,1.0736,1.5154,1.4588
0004-3157556-131-16.png,0.6948,1.2667,1.2106
0004-3157556-170-17.png,0.5545,0.9311,0.9162
0004-3157556-1737-21.png,0.2541,0.6481,0.6455
0004-3157556-176-18.png,0.1614,0.5399,0.5056
0004-3157556-209-1.png,0.7272,1.1733,1.1848
0004-3157556-211-1.png,0.6689,1.1706,1.1403
0004-3157556-2561-2.png,1.6362,1.9171,1.9065
0004-3157556-320-18.png,0.2713,0.624,0.5902
0004-3157556-383-11.png,0.4926,0.7939,0.8062
0004-3157556-390-18.png,0.1979,0.4797,0.4888
0004-3157556-465-9.png,0.7306,1.2889,1.2574
0004-3157556-466-9.png,0.6444,1.2521,1.2271
0004-3157556-497-19.png,0.8354,1.3088,1.2751
0004-3157556-498-19.png,0.8144,1.3221,1.3249
0004-3157556-503-19.png,1.0046,1.5411,1.4999
0004-3157556-83-15.png,0.5775,1.0628,1.0476
0004-3157556-88-10.png,0.4032,0.8493,0.8401
0004-3157556-92-5.png,0.5404,1.0502,0.9993
0004-3157556-96-20 .png,0.5963,1.0242,0.9917
0004-3426930-1-5.png,0.647,1.104,1.0909
0004-3426930-2-12.png,0.5356,1.08,1.0333
0005-3157556-105-6.png,0.1478,0.4951,0.4819
0005-3157556-106-6.png,0.259,0.6524,0.6232
0005-3157556-107-10.png,0.5309,0.9645,0.9591
0005-3157556-139-1.png,0.2145,0.5383,0.5074
0005-3157556-142-1.png,0.2433,0.5881,0.5774
0005-3157556-1594-2.png,1.1259,1.5457,1.5535
0005-3157556-174-17.png,0.4677,0.6483,0.6966
0005-3157556-189-18.png,0.1246,0.4067,0.377
0005-3157556-192-11.png,0.4827,0.7606,0.7884
0005-3157556-193-11.png,0.5529,0.8584,0.8801
0005-3157556-195-11.png,0.4451,0.7631,0.7747
0005-3157556-195-18.png,0.1677,0.4526,0.4263
0005-3157556-203-3.png,0.2335,0.5603,0.5615
0005-3157556-211-11.png,0.6851,1.0841,1.105
0005-3157556-213-3.png,0.3667,0.7514,0.7622
0005-3157556-217-3.png,0.2113,0.6101,0.5843
0005-3157556-229-8.png,0.3226,0.6678,0.6716
0005-3157556-231-8.png,0.264,0.6041,0.5946
0005-3157556-243-8.png,0.1404,0.5407,0.5118
0005-3157556-244-4.png,0.708,1.0958,1.105
0005-3157556-247-8.png,0.1882,0.5256,0.5056
0005-3157556-248-14.png,0.2178,0.5658,0.5301
0005-3157556-257-1.png,0.3082,0.6305,0.6539
0005-3157556-268-9.png,0.3655,0.8096,0.8168
0005-3157556-288-9.png,0.241,0.575,0.5935
0005-3157556-291-9.png,0.2998,0.7128,0.7116
0005-3157556-299-9.png,0.1195,0.4359,0.408
0005-3157556-517-19.png,0.4269,0.8697,0.8903
0005-3157556-73-7.png,0.2902,0.5389,0.5251
0005-3157556-86-15.png,0.7161,1.104,1.1465
0005-3157556-87-15.png,0.8446,1.2798,1.3218
0005-3157556-92-13.png,0.5695,0.9746,0.9653
0005-3426930-1-5.png,0.4398,0.8923,0.8875
0005-3426930-2-12.png,0.4388,0.9293,0.9019
0005-3426930-3-12.png,0.367,0.8193,0.7992
0006-3157556-100-13.png,0.5266,0.9128,0.8909
0006-3157556-101-13.png,0.6153,1.058,1.0696
0006-3157556-1801-2.png,1.2122,1.6379,1.6539
0006-3157556-1833-2.png,1.1552,1.578,1.6018
0006-3157556-196-17.png,0.5821,0.8692,0.8966
0006-3157556-206-17.png,0.4375,0.7576,0.7735
0006-3157556-207-17.png,0.5243,0.897,0.9041
0006-3157556-208-17.png,0.4894,0.7491,0.7671
0006-3157556-209-18.png,0.2869,0.6272,0.6166
0006-3157556-213-17.png,0.5532,0.9252,0.9548
0006-3157556-215-11.png,0.371,0.6808,0.6906
0006-3157556-226-18.png,0.3091,0.7296,0.7223
0006-3157556-232-11.png,0.6188,1.0443,1.0661
0006-3157556-240-3.png,0.2095,0.501,0.4999
0006-3157556-272-4.png,0.7648,1.1785,1.1937
0006-3157556-273-4.png,0.7412,1.0831,1.0983
0006-3157556-274-8.png,0.3568,0.6819,0.7128
0006-3157556-297-4.png,0.9465,1.3332,1.3652
0006-3157556-309-9.png,0.4369,0.8771,0.848
0006-3157556-588-19.png,0.4223,0.88,0.8758
