image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.7531,1.2788,1.2711
0003-3157556-1669-21.png,0.2026,0.4756,0.4566
0003-3157556-1671-21.png,0.243,0.522,0.5109
0003-3157556-1675-21.png,0.2077,0.5108,0.4746
0003-3157556-1682-21.png,0.2802,0.6425,0.6513
0003-3157556-178-6.png,0.2568,0.6173,0.6099
0003-3157556-274-17.png,0.6627,1.075,1.0638
0003-3157556-275-17.png,0.6409,1.0513,1.0655
0003-3157556-308-3.png,0.5272,1.0012,1.0511
0003-3157556-374-8.png,0.4282,0.8448,0.8932
0003-3157556-383-4.png,1.0198,1.443,1.4764
0003-3157556-444-9.png,0.1716,0.5543,0.5387
0003-3157556-445-9.png,0.2457,0.698,0.6653
0003-3157556-976-19.png,0.407,0.961,0.9561
0004-3157556-1001-21.png,0.2593,0.5157,0.5269
0004-3157556-1007-21.png,0.301,0.5991,0.589
0004-3157556-1008-21.png,0.2688,0.5756,0.5646
0004-3157556-1016-21.png,0.2063,0.553,0.5402
0004-3157556-128-15.png,1.0065,1.4371,1.4102
0004-3157556-131-16.png,0.5031,0.9704,0.9773
0004-3157556-170-17.png,0.6042,0.9479,0.9515
0004-3157556-1737-21.png,0.2279,0.5005,0.506
0004-3157556-176-18.png,0.2211,0.6109,0.5697
0004-3157556-209-1.png,0.5596,0.9255,0.9627
0004-3157556-211-1.png,0.4919,0.859,0.8753
0004-3157556-2561-2.png,1.5278,1.8828,1.8686
0004-3157556-320-18.png,0.3007,0.6581,0.649
0004-3157556-383-11.png,0.658,1.0192,1.0469
0004-3157556-390-18.png,0.3246,0.7218,0.7433
0004-3157556-465-9.png,0.4109,0.8225,0.824
0004-3157556-466-9.png,0.4178,0.8488,0.8657
0004-3157556-497-19.png,0.7315,1.2519,1.2456
0004-3157556-498-19.png,0.6732,1.1576,1.1705
0004-3157556-503-19.png,0.7892,1.2854,1.2531
0004-3157556-83-15.png,0.6297,1.1129,1.1033
0004-3157556-88-10.png,0.4373,0.8897,0.9142
0004-3157556-92-5.png,0.4663,0.8642,0.8411
0004-3157556-96-20 .png,0.6188,1.0321,1.0484
0004-3426930-1-5.png,0.5885,1.0695,1.0842
0004-3426930-2-12.png,0.485,0.9808,0.9586
0005-3157556-105-6.png,0.2666,0.6635,0.6643
0005-3157556-106-6.png,0.1578,0.4884,0.4729
0005-3157556-107-10.png,0.7206,1.2276,1.2019
0005-3157556-139-1.png,0.2279,0.4596,0.4724
0005-3157556-142-1.png,0.1506,0.3687,0.3646
0005-3157556-1594-2.png,1.1759,1.6328,1.6355
0005-3157556-174-17.png,0.6082,0.8824,0.9058
0005-3157556-189-18.png,0.333,0.7435,0.7168
0005-3157556-192-11.png,0.6089,0.9251,0.9478
0005-3157556-193-11.png,0.6484,1.0091,1.0201
0005-3157556-195-11.png,0.666,1.0444,1.0583
0005-3157556-195-18.png,0.2642,0.6051,0.5812
0005-3157556-203-3.png,0.344,0.6647,0.678
0005-3157556-211-11.png,0.9198,1.3396,1.3586
0005-3157556-213-3.png,0.5822,1.0111,1.0096
0005-3157556-217-3.png,0.3642,0.7966,0.7735
0005-3157556-229-8.png,0.3723,0.7086,0.7531
0005-3157556-231-8.png,0.3447,0.6837,0.7172
0005-3157556-243-8.png,0.1632,0.5257,0.5085
0005-3157556-244-4.png,0.791,1.1994,1.2154
0005-3157556-247-8.png,0.2435,0.6001,0.6338
0005-3157556-248-14.png,0.3654,0.735,0.686
0005-3157556-257-1.png,0.2153,0.4865,0.513
0005-3157556-268-9.png,0.3569,0.7682,0.7922
0005-3157556-288-9.png,0.2405,0.5331,0.5509
0005-3157556-291-9.png,0.2109,0.5246,0.5196
0005-3157556-299-9.png,0.1306,0.387,0.3765
0005-3157556-517-19.png,0.4418,0.8864,0.8916
0005-3157556-73-7.png,0.1351,0.3412,0.3472
0005-3157556-86-15.png,0.8341,1.2296,1.2576
0005-3157556-87-15.png,0.976,1.421,1.4439
0005-3157556-92-13.png,0.6943,1.1465,1.1346
