image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,1.0395,1.5083,1.4815
0003-3157556-1669-21.png,0.7209,1.0762,1.0253
0003-3157556-1671-21.png,0.8024,1.1554,1.0852
0003-3157556-1675-21.png,0.5648,1.0805,0.9831
0003-3157556-1682-21.png,0.6612,1.0865,1.0395
0003-3157556-178-6.png,0.7458,1.1247,1.0727
0003-3157556-274-17.png,0.9744,1.3712,1.3247
0003-3157556-275-17.png,0.7111,1.2007,1.1602
0003-3157556-308-3.png,0.871,1.1864,1.1855
0003-3157556-374-8.png,0.8453,1.3137,1.2855
0003-3157556-383-4.png,1.066,1.4792,1.4932
0003-3157556-444-9.png,0.5926,0.9866,0.938
0003-3157556-445-9.png,0.8035,1.29,1.2108
0003-3157556-976-19.png,0.7726,1.2563,1.2395
0004-3157556-1001-21.png,0.4571,0.8316,0.7984
0004-3157556-1007-21.png,0.7931,1.1224,1.0666
0004-3157556-1008-21.png,0.807,1.1851,1.1119
0004-3157556-1016-21.png,0.4533,0.8245,0.7487
0004-3157556-128-15.png,1.4458,1.7246,1.6718
0004-3157556-131-16.png,1.1398,1.5927,1.5285
0004-3157556-170-17.png,0.5927,0.9893,0.9288
0004-3157556-1737-21.png,0.3397,0.7137,0.6689
0004-3157556-176-18.png,0.294,0.5299,0.468
0004-3157556-209-1.png,1.1152,1.6087,1.5938
0004-3157556-211-1.png,1.079,1.558,1.5063
0004-3157556-2561-2.png,1.692,1.8998,1.8764
0004-3157556-320-18.png,0.5092,0.788,0.7331
0004-3157556-383-11.png,0.5656,1.0055,0.9983
0004-3157556-390-18.png,0.5062,0.8294,0.8237
0004-3157556-465-9.png,1.0595,1.4414,1.3927
0004-3157556-466-9.png,0.9784,1.4691,1.4224
0004-3157556-497-19.png,1.2215,1.5628,1.528
0004-3157556-498-19.png,1.0767,1.4934,1.4832
0004-3157556-503-19.png,1.3845,1.7192,1.6711
0004-3157556-83-15.png,0.638,1.1359,1.0878
0004-3157556-88-10.png,0.7241,1.0891,1.0705
0004-3157556-92-5.png,0.7723,1.1295,1.0522
0004-3157556-96-20 .png,0.9745,1.4197,1.3786
0004-3426930-1-5.png,0.9969,1.3784,1.3554
0004-3426930-2-12.png,0.7564,1.0994,0.9989
0005-3157556-105-6.png,0.412,0.8643,0.8458
0005-3157556-106-6.png,0.5589,1.0019,0.9511
0005-3157556-107-10.png,0.2924,0.7034,0.68
0005-3157556-139-1.png,0.4771,0.9613,0.915
0005-3157556-142-1.png,0.5251,1.0242,0.9746
0005-3157556-1594-2.png,0.9441,1.4356,1.4229
0005-3157556-174-17.png,0.454,0.8566,0.8719
0005-3157556-189-18.png,0.1921,0.5917,0.5672
0005-3157556-192-11.png,0.5127,1.0118,1.0159
0005-3157556-193-11.png,0.5136,0.9423,0.9546
0005-3157556-195-11.png,0.3987,0.8828,0.877
0005-3157556-195-18.png,0.2343,0.6119,0.5844
0005-3157556-203-3.png,0.4205,0.8934,0.8422
0005-3157556-211-11.png,0.5345,1.0606,1.0519
0005-3157556-213-3.png,0.2615,0.5063,0.466
0005-3157556-217-3.png,0.2223,0.6139,0.5502
0005-3157556-229-8.png,0.6707,1.1791,1.1632
0005-3157556-231-8.png,0.6857,1.1452,1.1215
0005-3157556-243-8.png,0.3929,0.8257,0.7626
0005-3157556-244-4.png,0.6783,1.1696,1.1693
0005-3157556-247-8.png,0.5138,1.0157,0.9725
0005-3157556-248-14.png,0.2931,0.6459,0.6109
0005-3157556-257-1.png,0.6053,1.2399,1.2342
0005-3157556-268-9.png,0.6173,1.1282,1.1144
0005-3157556-288-9.png,0.534,1.008,0.9984
0005-3157556-291-9.png,0.4626,0.8795,0.8069
0005-3157556-299-9.png,0.3502,0.6968,0.6588
0005-3157556-517-19.png,0.4895,0.9986,0.9891
0005-3157556-73-7.png,0.6109,0.8984,0.8558
0005-3157556-86-15.png,0.6072,1.0944,1.1067
0005-3157556-87-15.png,0.5809,1.0742,1.0897
0005-3157556-92-13.png,0.4363,0.8556,0.8286
0005-3426930-1-5.png,0.2423,0.5897,0.5751
0005-3426930-2-12.png,0.1756,0.4359,0.3736
0005-3426930-3-12.png,0.4571,0.7632,0.6825
0006-3157556-100-13.png,0.4394,0.8717,0.8344
0006-3157556-101-13.png,0.5151,0.9577,0.947
0006-3157556-1801-2.png,1.0793,1.5741,1.5627
0006-3157556-1833-2.png,1.0105,1.5483,1.5381
0006-3157556-196-17.png,0.4738,0.9124,0.9094
0006-3157556-206-17.png,0.3186,0.8104,0.792
0006-3157556-207-17.png,0.4313,0.8907,0.8866
0006-3157556-208-17.png,0.4585,0.8921,0.8951
0006-3157556-209-18.png,0.2149,0.6283,0.5997
0006-3157556-213-17.png,0.5624,1.0876,1.0903
0006-3157556-215-11.png,0.4148,0.8987,0.887
0006-3157556-226-18.png,0.1784,0.6285,0.5952
0006-3157556-232-11.png,0.6339,1.1635,1.1606
0006-3157556-240-3.png,0.3484,0.7182,0.6655
0006-3157556-272-4.png,0.6679,1.1834,1.1853
0006-3157556-273-4.png,0.6515,1.0966,1.095
0006-3157556-274-8.png,0.6483,1.1323,1.1265
0006-3157556-297-4.png,0.878,1.3469,1.3477
0006-3157556-309-9.png,0.7759,1.2701,1.2314
0006-3157556-588-19.png,0.3915,0.8642,0.8241
0006-3157556-596-19.png,0.4471,0.9037,0.8978
0006-3157556-615-19.png,0.3834,0.8281,0.7975
0006-3157556-616-19.png,0.4023,0.8812,0.8523
0006-3157556-72-16.png,0.6192,0.9873,0.9437
0006-3157556-9-12.png,0.2908,0.6515,0.5808
0006-3157556-91-15.png,0.5278,0.9863,0.9698
0006-3157556-91-7.png,0.5829,0.9291,0.8935
0006-3157556-95-7.png,0.4509,0.792,0.7398
0006-3426930-1-12.png,0.5742,0.9391,0.906
