image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.3725,0.905,0.853
0003-3157556-1669-21.png,0.4955,1.0877,1.0663
0003-3157556-1671-21.png,0.3805,0.8633,0.8268
0003-3157556-1675-21.png,0.3864,0.9977,0.9384
0003-3157556-1682-21.png,0.3486,0.9163,0.8844
0003-3157556-178-6.png,0.6941,1.1328,1.1235
0003-3157556-274-17.png,0.3102,0.7489,0.7142
0003-3157556-275-17.png,0.5505,1.1305,1.0788
0003-3157556-308-3.png,0.4419,0.8131,0.7129
0003-3157556-374-8.png,0.2693,0.8152,0.6892
0003-3157556-383-4.png,0.6561,1.1828,1.1957
0003-3157556-444-9.png,0.4615,0.9515,0.9341
0003-3157556-445-9.png,0.3192,0.8971,0.824
0003-3157556-976-19.png,0.3279,0.8002,0.7385
0004-3157556-1001-21.png,0.5317,1.0518,1.03
0004-3157556-1007-21.png,0.4299,0.9599,0.9015
0004-3157556-1008-21.png,0.4419,1.0034,0.9685
0004-3157556-1016-21.png,0.584,1.1089,1.0852
0004-3157556-128-15.png,0.3333,0.7974,0.7053
0004-3157556-131-16.png,0.3421,0.8795,0.804
0004-3157556-170-17.png,0.5764,1.0728,1.0223
0004-3157556-1737-21.png,0.6563,1.1927,1.1794
0004-3157556-176-18.png,0.708,1.1635,1.1222
0004-3157556-209-1.png,0.2029,0.9601,0.8825
0004-3157556-211-1.png,0.2742,0.856,0.7792
0004-3157556-2561-2.png,0.9506,1.4007,1.3916
0004-3157556-320-18.png,0.4172,0.896,0.805
0004-3157556-383-11.png,0.5596,1.1791,1.1043
0004-3157556-390-18.png,0.4907,0.9753,0.8854
0004-3157556-465-9.png,0.3657,0.8768,0.8113
0004-3157556-466-9.png,0.2625,0.8049,0.7435
0004-3157556-497-19.png,0.2019,0.7226,0.6359
0004-3157556-498-19.png,0.2035,0.7157,0.6766
0004-3157556-503-19.png,0.2197,0.6709,0.5902
0004-3157556-83-15.png,0.7359,1.2436,1.1809
0004-3157556-88-10.png,0.4074,0.8608,0.7964
0004-3157556-92-5.png,0.4999,1.0001,0.9592
0004-3157556-96-20 .png,0.2903,0.9782,0.8727
0004-3426930-1-5.png,0.1906,0.6066,0.5732
