image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.553,1.0031,0.9932
0003-3157556-1669-21.png,0.7074,1.2301,1.1792
0003-3157556-1671-21.png,0.6653,1.1244,1.0592
0003-3157556-1675-21.png,0.4978,1.1078,1.0446
0003-3157556-1682-21.png,0.5301,1.0742,1.0309
0003-3157556-178-6.png,0.8134,1.2792,1.2366
0003-3157556-274-17.png,0.5525,0.966,0.916
0003-3157556-275-17.png,0.2046,0.5928,0.53
0003-3157556-308-3.png,0.5701,0.898,0.9302
0003-3157556-374-8.png,0.6089,1.1459,1.135
0003-3157556-383-4.png,0.856,1.3259,1.3722
0003-3157556-444-9.png,0.5459,1.0052,0.9714
0003-3157556-445-9.png,0.6797,1.2278,1.1778
0003-3157556-976-19.png,0.5128,0.9335,0.9465
0004-3157556-1001-21.png,0.4856,0.9875,0.9477
0004-3157556-1007-21.png,0.7386,1.2153,1.1694
0004-3157556-1008-21.png,0.6685,1.1888,1.1436
0004-3157556-1016-21.png,0.519,1.0506,0.987
0004-3157556-128-15.png,1.1289,1.5339,1.4809
0004-3157556-131-16.png,0.9817,1.5224,1.4881
0004-3157556-170-17.png,0.2436,0.5919,0.5262
0004-3157556-1737-21.png,0.3318,0.874,0.8227
0004-3157556-176-18.png,0.529,0.8897,0.8463
0004-3157556-209-1.png,0.907,1.4846,1.4817
0004-3157556-211-1.png,0.9181,1.4391,1.4164
0004-3157556-2561-2.png,1.6572,1.8806,1.8703
0004-3157556-320-18.png,0.5413,0.9327,0.8976
0004-3157556-383-11.png,0.3201,0.913,0.8971
0004-3157556-390-18.png,0.3704,0.8151,0.7746
0004-3157556-465-9.png,0.8599,1.3256,1.2855
0004-3157556-466-9.png,0.8353,1.3691,1.3543
0004-3157556-497-19.png,0.9431,1.3319,1.324
0004-3157556-498-19.png,0.8899,1.3486,1.3863
0004-3157556-503-19.png,1.0913,1.4908,1.455
0004-3157556-83-15.png,0.2039,0.5766,0.5068
0004-3157556-88-10.png,0.4636,0.8588,0.8539
0004-3157556-92-5.png,0.705,1.1038,1.0612
0004-3157556-96-20 .png,0.737,1.2881,1.2711
0004-3426930-1-5.png,0.7129,1.0975,1.1156
0004-3426930-2-12.png,0.7828,1.2268,1.1786
0005-3157556-105-6.png,0.4088,1.001,0.9795
0005-3157556-106-6.png,0.5507,1.1165,1.0743
0005-3157556-107-10.png,0.2549,0.5721,0.4804
0005-3157556-139-1.png,0.4036,0.9773,0.9308
0005-3157556-142-1.png,0.4983,1.0944,1.0589
0005-3157556-1594-2.png,0.753,1.1888,1.1742
0005-3157556-174-17.png,0.1352,0.6445,0.5694
0005-3157556-189-18.png,0.2348,0.7835,0.7281
0005-3157556-192-11.png,0.22,0.8336,0.7799
0005-3157556-193-11.png,0.1635,0.6035,0.5344
0005-3157556-195-11.png,0.1672,0.674,0.6096
0005-3157556-195-18.png,0.3078,0.8221,0.7697
0005-3157556-203-3.png,0.4163,0.9652,0.9726
0005-3157556-211-11.png,0.246,0.6484,0.5626
0005-3157556-213-3.png,0.4587,0.8695,0.8505
0005-3157556-217-3.png,0.3157,0.8502,0.8176
0005-3157556-229-8.png,0.5271,1.1377,1.1341
0005-3157556-231-8.png,0.4932,1.0561,1.0396
0005-3157556-243-8.png,0.2975,0.796,0.7683
0005-3157556-244-4.png,0.4326,0.9376,0.9015
0005-3157556-247-8.png,0.407,0.9095,0.8993
0005-3157556-248-14.png,0.4278,0.9483,0.8922
0005-3157556-257-1.png,0.4777,1.2358,1.2117
0005-3157556-268-9.png,0.4484,1.0447,1.0439
0005-3157556-288-9.png,0.42,0.9666,0.9563
0005-3157556-291-9.png,0.4514,0.9653,0.9315
0005-3157556-299-9.png,0.3185,0.78,0.7458
0005-3157556-517-19.png,0.2805,0.8587,0.8541
0005-3157556-73-7.png,0.5389,1.0033,0.954
0005-3157556-86-15.png,0.1769,0.5392,0.4763
0005-3157556-87-15.png,0.2926,0.6572,0.5904
0005-3157556-92-13.png,0.1892,0.51,0.4509
0005-3426930-1-5.png,0.2821,0.6351,0.5755
0005-3426930-2-12.png,0.562,0.9404,0.9117
0005-3426930-3-12.png,0.6192,1.0649,1.0181
0006-3157556-100-13.png,0.194,0.5545,0.5064
0006-3157556-101-13.png,0.2068,0.5687,0.5204
0006-3157556-1801-2.png,0.7461,1.2465,1.247
0006-3157556-1833-2.png,0.6543,1.1076,1.0839
0006-3157556-196-17.png,0.1602,0.5873,0.5126
0006-3157556-206-17.png,0.1498,0.6547,0.5802
0006-3157556-207-17.png,0.2071,0.6393,0.5735
0006-3157556-208-17.png,0.1822,0.673,0.6217
0006-3157556-209-18.png,0.3047,0.8068,0.7405
0006-3157556-213-17.png,0.14,0.6036,0.5366
0006-3157556-215-11.png,0.1439,0.6733,0.6158
0006-3157556-226-18.png,0.3205,0.8757,0.8242
0006-3157556-232-11.png,0.2496,0.7643,0.7356
0006-3157556-240-3.png,0.3693,0.783,0.7892
0006-3157556-272-4.png,0.395,0.8709,0.8368
0006-3157556-273-4.png,0.3963,0.8672,0.8364
0006-3157556-274-8.png,0.4997,1.071,1.0777
0006-3157556-297-4.png,0.5108,0.9688,0.9556
0006-3157556-309-9.png,0.6591,1.2295,1.214
0006-3157556-588-19.png,0.2568,0.7273,0.7037
0006-3157556-596-19.png,0.3177,0.826,0.8263
0006-3157556-615-19.png,0.2648,0.7569,0.7257
0006-3157556-616-19.png,0.2505,0.7682,0.7462
0006-3157556-72-16.png,0.6891,1.2061,1.1681
0006-3157556-9-12.png,0.3996,0.8822,0.8112
0006-3157556-91-15.png,0.336,0.6211,0.5415
0006-3157556-91-7.png,0.5907,1.0976,1.0533
0006-3157556-95-7.png,0.5081,0.9949,0.9543
0006-3426930-1-12.png,0.5465,0.9575,0.955
0006-3426930-2-12.png,0.5519,0.8666,0.8536
0007-3157556-103-18.png,0.525,1.0249,1.0147
0007-3157556-108-11.png,0.2061,0.7494,0.7154
0007-3157556-119-14.png,0.386,0.8249,0.7648
0007-3157556-12-18.png,0.2995,0.6687,0.635
0007-3157556-120-14.png,0.4643,0.9393,0.8735
0007-3157556-13-14.png,0.2703,0.6362,0.6171
0007-3157556-139-14.png,0.7437,1.2986,1.2507
0007-3157556-316-19.png,0.5165,0.9642,0.9732
0007-3157556-39-7.png,0.8159,1.2933,1.2023
0007-3157556-40-16.png,0.7756,1.2381,1.1972
0007-3157556-42-16.png,0.8398,1.2957,1.2494
0007-3157556-48-12.png,0.4477,0.9229,0.8775
0007-3157556-49-13.png,0.1483,0.5466,0.4755
0007-3157556-579-21.png,0.4361,0.9906,0.9573
0007-3157556-91-17.png,0.1598,0.5287,0.45
0007-3249138-10-7.png,1.367,1.7287,1.7079
0007-3249138-1040-19.png,1.1476,1.49,1.4605
0007-3249138-11-16.png,1.3486,1.7404,1.7211
0007-3249138-11-17.png,1.4009,1.6863,1.6795
0007-3249138-112-19.png,1.2242,1.5652,1.5419
0007-3249138-12-14.png,1.2451,1.59,1.588
0007-3249138-12-7.png,1.2879,1.6665,1.6499
0007-3249138-13-17.png,1.557,1.8116,1.8027
0007-3249138-132-21.png,1.2151,1.6183,1.611
0007-3249138-137-21.png,1.3005,1.6977,1.677
0007-3249138-15-16.png,1.2252,1.5713,1.5375
0007-3249138-16-12.png,1.4369,1.7529,1.76
0007-3249138-16-15.png,1.2921,1.597,1.5922
0007-3249138-18-1.png,1.2555,1.6421,1.6312
0007-3249138-18-13.png,1.2022,1.5187,1.5155
0007-3249138-18-16.png,1.5459,1.7869,1.7667
0007-3249138-185-21.png,1.1501,1.5957,1.5737
0007-3249138-186-21.png,1.1992,1.5946,1.5739
0007-3249138-19-3.png,1.3087,1.5986,1.5967
0007-3249138-190-21.png,1.1622,1.5627,1.5462
0007-3249138-203-20 .png,1.2181,1.5491,1.5283
0007-3249138-204-20 .png,1.3712,1.7402,1.7269
0007-3249138-21-13.png,1.2799,1.542,1.5252
0007-3249138-22-11.png,1.3966,1.6987,1.6973
0007-3249138-23-1.png,1.2905,1.7084,1.6872
0007-3249138-23-8.png,1.1706,1.5914,1.5601
0007-3249138-234-2.png,1.6429,1.8716,1.8663
0007-3249138-24-1.png,1.2005,1.6606,1.6615
0007-3249138-26-3.png,1.2694,1.6006,1.6086
0007-3249138-26-8.png,1.0488,1.4505,1.43
0007-3249138-2829-2.png,1.712,1.9155,1.9052
0007-3249138-30-18.png,1.1009,1.4822,1.4742
0007-3249138-30-7.png,1.3251,1.6985,1.6833
0007-3249138-307-17.png,1.4431,1.7576,1.7448
0007-3249138-31-17.png,1.4335,1.7792,1.7667
0007-3249138-31-20 .png,1.1615,1.5684,1.5612
0007-3249138-32-8.png,1.1605,1.5285,1.5032
0007-3249138-33-14.png,1.1076,1.444,1.4272
0007-3249138-367-11.png,1.4179,1.6934,1.691
0007-3249138-39-14.png,1.2582,1.6177,1.6191
0007-3249138-39-17.png,1.2576,1.6106,1.6083
0007-3249138-42-3.png,1.4271,1.7481,1.7333
0007-3249138-43-3.png,1.5208,1.8465,1.822
0007-3249138-43-4.png,1.4845,1.7841,1.7805
0007-3249138-43-8.png,1.2977,1.6572,1.6325
0007-3249138-47-3.png,1.3164,1.6582,1.6565
0007-3249138-49-14.png,0.9848,1.3126,1.29
0007-3249138-5-12.png,1.336,1.7028,1.6809
0007-3249138-50-11.png,1.3416,1.6247,1.6161
0007-3249138-50-4.png,1.3903,1.6777,1.6837
0007-3249138-505-9.png,1.3543,1.7357,1.704
0007-3249138-507-9.png,1.3979,1.741,1.706
0007-3249138-51-11.png,1.3539,1.6737,1.6746
0007-3249138-51-18.png,1.1025,1.5086,1.46
0007-3249138-510-9.png,1.5036,1.8432,1.8122
0007-3249138-511-9.png,1.4158,1.7805,1.7609
0007-3249138-512-9.png,1.2692,1.5952,1.5603
0007-3249138-54-18.png,1.204,1.514,1.4987
0007-3249138-57-19.png,1.2091,1.5726,1.5572
0007-3249138-59-14.png,1.0328,1.3728,1.3498
0007-3249138-6-10.png,1.1213,1.4488,1.4221
0007-3249138-6-16.png,1.476,1.7535,1.7334
0007-3249138-607-14.png,1.1695,1.5013,1.4947
0007-3249138-63-4.png,1.4672,1.7861,1.7773
0007-3249138-64-19.png,1.2377,1.5619,1.5425
0007-3249138-69-14.png,1.3059,1.6407,1.6397
0007-3249138-7-11.png,1.2038,1.5415,1.5291
0007-3249138-7-7.png,1.1975,1.5636,1.5385
0007-3249138-9-16.png,1.3368,1.6466,1.6086
0007-3249138-9-18.png,1.2483,1.5976,1.5587
0007-3249138-9-6.png,0.9943,1.3907,1.3405
0007-3249138-9-7.png,1.1475,1.5331,1.5172
0007-3249138-97-19.png,1.2397,1.615,1.6071
0007-3426930-2-12.png,0.6414,1.039,1.0236
0007-3426930-3-5.png,0.7253,1.1135,1.0987
0007-3426930-4-6.png,0.6387,1.0126,0.9909
0008-3157556-115-11.png,1.1598,1.5559,1.5271
0008-3157556-123-3.png,0.9767,1.4108,1.4039
0008-3157556-139-4.png,1.3964,1.7843,1.7776
0008-3157556-139-8.png,0.6536,1.2235,1.2061
0008-3157556-155-4.png,1.3614,1.773,1.7557
0008-3157556-19-17.png,1.287,1.6964,1.6681
0008-3157556-354-19.png,1.1866,1.5799,1.5568
0008-3157556-41-7.png,0.9967,1.4722,1.4444
0008-3157556-44-16.png,1.1756,1.667,1.6431
0008-3157556-60-15.png,1.2667,1.6536,1.6024
0008-3157556-77-6.png,1.0309,1.5503,1.5542
0008-3249138-102-9.png,1.4499,1.7718,1.7447
0008-3249138-104-14.png,1.3741,1.7306,1.7158
0008-3249138-117-15.png,1.6751,1.8772,1.8646
0008-3249138-15-10.png,1.3238,1.6308,1.6159
0008-3249138-171-20 .png,1.2653,1.6777,1.6742
0008-3249138-172-20 .png,1.2471,1.6182,1.5851
0008-3249138-176-6.png,1.4803,1.8088,1.7933
0008-3249138-1873-21.png,1.3858,1.721,1.6978
0008-3249138-1880-21.png,1.3539,1.713,1.6878
0008-3249138-24-15.png,1.4838,1.7293,1.7052
0008-3249138-24-6.png,1.3773,1.7002,1.6751
0008-3249138-27-15.png,1.4413,1.7365,1.6908
0008-3249138-28-15.png,1.5697,1.7932,1.7889
0008-3249138-293-11.png,1.3623,1.6562,1.6543
0008-3249138-296-11.png,1.3834,1.6337,1.6265
0008-3249138-304-11.png,1.4209,1.6893,1.6855
0008-3249138-322-3.png,1.5584,1.8197,1.8205
0008-3249138-33-12.png,1.5149,1.8148,1.8067
0008-3249138-335-21.png,1.3139,1.6537,1.6198
0008-3249138-367-8.png,1.2421,1.5731,1.5451
0008-3249138-38-1.png,1.2968,1.7052,1.6802
0008-3249138-39-20 .png,1.3176,1.7085,1.6786
0008-3249138-397-4.png,1.509,1.8137,1.7925
0008-3249138-407-4.png,1.5701,1.8386,1.821
0008-3249138-409-9.png,1.3912,1.7822,1.7378
0008-3249138-42-13.png,1.5877,1.8543,1.8418
0008-3249138-44-13.png,1.4372,1.7222,1.7167
0008-3249138-447-21.png,1.3956,1.7424,1.7295
0008-3249138-51-3.png,1.4165,1.7085,1.6831
0008-3249138-56-11.png,1.495,1.7763,1.7675
0008-3249138-59-9.png,1.382,1.7485,1.707
0008-3249138-590-2.png,1.7395,1.9335,1.9226
0008-3249138-63-11.png,1.4033,1.6992,1.6984
0008-3249138-63-9.png,1.3166,1.6576,1.6337
0008-3249138-81-4.png,1.6144,1.8721,1.8661
0008-3249138-88-14.png,1.5338,1.86,1.8318
0008-3249138-95-4.png,1.5693,1.8205,1.8176
0008-3249138-98-4.png,1.6197,1.8282,1.8262
0009-3157556-12-15.png,0.5711,1.0539,1.0209
0009-3157556-121-17.png,0.3849,0.9219,0.903
0009-3157556-130-18.png,0.3043,0.7839,0.748
0009-3157556-138-18.png,0.3838,0.9811,0.9501
0009-3157556-172-14.png,0.4881,0.9294,0.8735
0009-3157556-172-8.png,0.7732,1.3048,1.2973
0009-3157556-173-14.png,0.5191,0.9557,0.8838
0009-3157556-19-9.png,0.6292,1.1815,1.1841
0009-3157556-193-4.png,0.8312,1.3196,1.3398
0009-3157556-194-14.png,0.5829,1.0088,0.948
0009-3157556-205-14.png,0.5336,0.9779,0.9036
0009-3157556-40-5.png,0.4185,0.9638,0.9771
