image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.7195,1.2263,1.1567
0003-3157556-1669-21.png,0.7563,1.4308,1.3538
0003-3157556-1671-21.png,0.6945,1.3081,1.2387
0003-3157556-1675-21.png,0.6954,1.3937,1.3055
0003-3157556-1682-21.png,0.7348,1.3749,1.3166
0003-3157556-178-6.png,0.7968,1.3469,1.2599
0003-3157556-274-17.png,0.7376,1.2122,1.1763
0003-3157556-275-17.png,1.0415,1.5612,1.537
0003-3157556-308-3.png,0.854,1.3194,1.2396
0003-3157556-374-8.png,0.6422,1.1416,1.0755
0003-3157556-383-4.png,1.0381,1.4493,1.4322
0003-3157556-444-9.png,0.835,1.4373,1.3567
0003-3157556-445-9.png,0.5873,1.1613,1.0564
0003-3157556-976-19.png,0.7038,1.2275,1.1251
0004-3157556-1001-21.png,0.9894,1.6098,1.5578
0004-3157556-1007-21.png,0.6271,1.2725,1.1803
0004-3157556-1008-21.png,0.6603,1.3222,1.2281
0004-3157556-1016-21.png,1.0389,1.6614,1.6348
0004-3157556-128-15.png,0.4719,0.8951,0.8659
0004-3157556-131-16.png,0.3717,0.8944,0.7897
0004-3157556-170-17.png,1.0671,1.5207,1.4808
0004-3157556-1737-21.png,1.1514,1.693,1.6473
0004-3157556-176-18.png,1.247,1.7215,1.6832
0004-3157556-209-1.png,0.3102,0.9456,0.8638
0004-3157556-211-1.png,0.3561,0.8582,0.7824
0004-3157556-2561-2.png,0.9482,1.423,1.3972
0004-3157556-320-18.png,0.8636,1.3598,1.3074
0004-3157556-383-11.png,1.0884,1.5549,1.511
0004-3157556-390-18.png,1.0289,1.5084,1.4168
0004-3157556-465-9.png,0.4367,0.959,0.8512
0004-3157556-466-9.png,0.3428,0.8939,0.7717
0004-3157556-497-19.png,0.3841,0.8887,0.8422
0004-3157556-498-19.png,0.3946,0.8186,0.7282
0004-3157556-503-19.png,0.2083,0.6133,0.5447
0004-3157556-83-15.png,1.2126,1.595,1.5461
0004-3157556-88-10.png,0.8824,1.3345,1.2725
0004-3157556-92-5.png,0.7906,1.3138,1.2822
0004-3157556-96-20 .png,0.5781,1.2193,1.1583
0004-3426930-1-5.png,0.5834,1.0831,1.0241
0004-3426930-2-12.png,0.5422,1.0723,0.9775
0005-3157556-105-6.png,1.123,1.6618,1.6195
0005-3157556-106-6.png,1.0282,1.5298,1.4876
0005-3157556-107-10.png,1.7382,1.9182,1.9015
0005-3157556-139-1.png,0.8827,1.5194,1.4622
0005-3157556-142-1.png,0.7756,1.4919,1.4304
0005-3157556-1594-2.png,1.3838,1.7625,1.7289
0005-3157556-174-17.png,1.3396,1.7604,1.735
0005-3157556-189-18.png,1.4295,1.8318,1.8156
0005-3157556-192-11.png,1.2809,1.7221,1.698
0005-3157556-193-11.png,1.3708,1.7581,1.7258
0005-3157556-195-11.png,1.3728,1.7859,1.7637
0005-3157556-195-18.png,1.3163,1.7676,1.7459
0005-3157556-203-3.png,0.9503,1.5451,1.4882
0005-3157556-211-11.png,1.6781,1.9193,1.9084
0005-3157556-213-3.png,1.5581,1.8355,1.8205
0005-3157556-217-3.png,1.3996,1.819,1.8092
0005-3157556-229-8.png,0.8415,1.4502,1.3933
0005-3157556-231-8.png,0.8353,1.4104,1.3541
0005-3157556-243-8.png,1.0063,1.5592,1.4948
0005-3157556-244-4.png,1.3019,1.7351,1.7127
0005-3157556-247-8.png,0.8569,1.4482,1.3799
0005-3157556-248-14.png,1.4912,1.8328,1.8198
0005-3157556-257-1.png,0.7286,1.4439,1.385
0005-3157556-268-9.png,0.8099,1.3432,1.2798
0005-3157556-288-9.png,0.9931,1.5215,1.4626
0005-3157556-291-9.png,0.9407,1.5467,1.4889
0005-3157556-299-9.png,1.1065,1.6654,1.6315
0005-3157556-517-19.png,1.0064,1.5284,1.4623
0005-3157556-73-7.png,0.8763,1.613,1.5946
0005-3157556-86-15.png,1.5534,1.8412,1.8314
0005-3157556-87-15.png,1.6773,1.9299,1.9182
0005-3157556-92-13.png,1.434,1.7999,1.781
0005-3426930-1-5.png,1.5433,1.8006,1.7585
0005-3426930-2-12.png,1.6827,1.8954,1.8858
0005-3426930-3-12.png,1.0463,1.586,1.5186
0006-3157556-100-13.png,1.375,1.7641,1.7385
0006-3157556-101-13.png,1.3438,1.7247,1.6913
0006-3157556-1801-2.png,1.3236,1.704,1.6582
0006-3157556-1833-2.png,1.3407,1.7256,1.6813
0006-3157556-196-17.png,1.4508,1.8379,1.8158
0006-3157556-206-17.png,1.4806,1.8448,1.8295
0006-3157556-207-17.png,1.4296,1.7994,1.7804
0006-3157556-208-17.png,1.2693,1.7579,1.7326
0006-3157556-209-18.png,1.5748,1.8572,1.8406
0006-3157556-213-17.png,1.2871,1.7512,1.7297
0006-3157556-215-11.png,1.3155,1.724,1.6981
0006-3157556-226-18.png,1.4743,1.8494,1.824
0006-3157556-232-11.png,1.1825,1.6529,1.615
0006-3157556-240-3.png,1.0587,1.5912,1.533
0006-3157556-272-4.png,1.3609,1.728,1.6824
0006-3157556-273-4.png,1.3447,1.7142,1.6798
0006-3157556-274-8.png,0.7647,1.4312,1.3598
0006-3157556-297-4.png,1.1652,1.6212,1.5764
0006-3157556-309-9.png,0.7261,1.3668,1.325
0006-3157556-588-19.png,1.2157,1.6607,1.6107
0006-3157556-596-19.png,1.0675,1.5504,1.493
0006-3157556-615-19.png,1.2988,1.7296,1.6916
0006-3157556-616-19.png,1.1703,1.6127,1.5643
0006-3157556-72-16.png,0.8025,1.4944,1.4317
0006-3157556-9-12.png,1.2989,1.7264,1.6647
0006-3157556-91-15.png,1.7728,1.9273,1.91
0006-3157556-91-7.png,0.9772,1.6128,1.6078
0006-3157556-95-7.png,1.1034,1.6968,1.6764
0006-3426930-1-12.png,0.8385,1.3445,1.2389
0006-3426930-2-12.png,1.6138,1.8648,1.8574
0007-3157556-103-18.png,0.7538,1.3458,1.2808
0007-3157556-108-11.png,1.2073,1.6288,1.6015
0007-3157556-119-14.png,1.3581,1.7517,1.7304
0007-3157556-12-18.png,0.9342,1.5283,1.469
0007-3157556-120-14.png,1.1526,1.608,1.5677
0007-3157556-13-14.png,1.558,1.8546,1.8385
0007-3157556-139-14.png,0.7944,1.3301,1.2404
0007-3157556-316-19.png,0.7657,1.3346,1.2732
0007-3157556-39-7.png,0.7381,1.3916,1.3368
0007-3157556-40-16.png,0.8047,1.4788,1.4077
0007-3157556-42-16.png,0.6156,1.2813,1.2005
0007-3157556-48-12.png,0.9889,1.585,1.518
0007-3157556-49-13.png,1.223,1.6924,1.6533
0007-3157556-579-21.png,0.8336,1.4419,1.3789
0007-3157556-91-17.png,1.2277,1.7111,1.6956
0007-3249138-10-7.png,0.2832,0.5918,0.5567
0007-3249138-1040-19.png,0.2362,0.5586,0.4667
0007-3249138-11-16.png,0.5573,1.001,0.9166
0007-3249138-11-17.png,0.4029,0.6948,0.6591
0007-3249138-112-19.png,0.3889,0.7778,0.7076
0007-3249138-12-14.png,0.4746,0.8687,0.8414
0007-3249138-12-7.png,0.324,0.611,0.5716
0007-3249138-13-17.png,0.683,1.0569,1.0554
0007-3249138-132-21.png,0.1842,0.478,0.378
