image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.9247,1.4001,1.374
0003-3157556-1669-21.png,1.0203,1.4813,1.4527
0003-3157556-1671-21.png,1.0454,1.5252,1.474
0003-3157556-1675-21.png,0.7971,1.3094,1.2733
0003-3157556-1682-21.png,0.8141,1.2794,1.2424
0003-3157556-178-6.png,0.9945,1.4303,1.4027
0003-3157556-274-17.png,0.9843,1.3716,1.3395
0003-3157556-275-17.png,0.4548,0.7701,0.719
0003-3157556-308-3.png,0.9565,1.3158,1.349
0003-3157556-374-8.png,0.9744,1.4626,1.4603
0003-3157556-383-4.png,1.1112,1.5639,1.5724
0003-3157556-444-9.png,0.8586,1.3537,1.339
0003-3157556-445-9.png,1.0137,1.5353,1.4925
0003-3157556-976-19.png,0.8288,1.3195,1.3085
0004-3157556-1001-21.png,0.6893,1.0994,1.0775
0004-3157556-1007-21.png,1.0608,1.5045,1.4678
0004-3157556-1008-21.png,1.0758,1.5298,1.5015
0004-3157556-1016-21.png,0.7073,1.1981,1.1594
0004-3157556-128-15.png,1.579,1.8745,1.8387
0004-3157556-131-16.png,1.2849,1.7221,1.6818
0004-3157556-170-17.png,0.4581,0.8976,0.7976
0004-3157556-1737-21.png,0.5237,0.9484,0.9342
0004-3157556-176-18.png,0.6373,0.9689,0.9552
0004-3157556-209-1.png,1.3028,1.7646,1.7445
0004-3157556-211-1.png,1.2888,1.7517,1.7099
0004-3157556-2561-2.png,1.8008,1.9511,1.9417
0004-3157556-320-18.png,0.8253,1.2011,1.1633
0004-3157556-383-11.png,0.5476,1.0182,0.9958
0004-3157556-390-18.png,0.5995,0.9201,0.9233
0004-3157556-465-9.png,1.2725,1.6978,1.6608
0004-3157556-466-9.png,1.1744,1.6776,1.6434
0004-3157556-497-19.png,1.3505,1.7327,1.7119
0004-3157556-498-19.png,1.1892,1.612,1.6028
0004-3157556-503-19.png,1.5073,1.8389,1.8036
0004-3157556-83-15.png,0.4794,0.7845,0.7547
0004-3157556-88-10.png,0.9107,1.3493,1.3432
0004-3157556-92-5.png,1.0172,1.4577,1.4148
0004-3157556-96-20 .png,1.1528,1.6368,1.6172
0004-3426930-1-5.png,1.0881,1.4851,1.4751
