image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.158,0.4881,0.4446
0003-3157556-1669-21.png,0.5787,0.9308,0.9379
0003-3157556-1671-21.png,0.5842,0.9295,0.8975
0003-3157556-1675-21.png,0.3708,0.6719,0.6472
0003-3157556-1682-21.png,0.4752,0.7898,0.7878
0003-3157556-178-6.png,0.7578,0.9993,1.0035
0003-3157556-274-17.png,0.2196,0.6127,0.5659
0003-3157556-275-17.png,0.2191,0.5414,0.5227
0003-3157556-308-3.png,0.633,0.9511,0.9671
0003-3157556-374-8.png,0.4512,0.7941,0.8006
0003-3157556-383-4.png,0.2466,0.6179,0.6177
0003-3157556-444-9.png,0.4001,0.7377,0.7276
0003-3157556-445-9.png,0.4469,0.85,0.812
0003-3157556-976-19.png,0.2386,0.5859,0.545
0004-3157556-1001-21.png,0.44,0.696,0.6916
0004-3157556-1007-21.png,0.6355,0.983,0.9655
0004-3157556-1008-21.png,0.5218,0.875,0.8464
0004-3157556-1016-21.png,0.5362,0.8349,0.8434
0004-3157556-128-15.png,0.5567,1.0751,0.9766
0004-3157556-131-16.png,0.8168,1.2457,1.2271
0004-3157556-170-17.png,0.1494,0.4678,0.4484
0004-3157556-1737-21.png,0.3638,0.6142,0.6319
0004-3157556-176-18.png,0.5485,0.8481,0.839
0004-3157556-209-1.png,0.4966,0.9291,0.8988
0004-3157556-211-1.png,0.6431,1.0712,1.0403
0004-3157556-2561-2.png,0.9933,1.5117,1.4432
0004-3157556-320-18.png,0.3593,0.605,0.5781
0004-3157556-383-11.png,0.0654,0.2864,0.2675
0004-3157556-390-18.png,0.4186,0.709,0.7092
0004-3157556-465-9.png,0.54,0.9277,0.8797
0004-3157556-466-9.png,0.5251,0.9556,0.9313
0004-3157556-497-19.png,0.4386,0.8676,0.8024
0004-3157556-498-19.png,0.4514,0.8346,0.8281
0004-3157556-503-19.png,0.5935,1.0808,1.0151
0004-3157556-83-15.png,0.2127,0.602,0.5742
0004-3157556-88-10.png,0.1951,0.5233,0.5139
0004-3157556-92-5.png,0.3055,0.7441,0.71
0004-3157556-96-20 .png,0.4253,0.7727,0.7396
0004-3426930-1-5.png,0.3216,0.7275,0.7073
0004-3426930-2-12.png,0.5851,1.0719,1.048
0005-3157556-105-6.png,0.3384,0.5699,0.5572
0005-3157556-106-6.png,0.5121,0.7703,0.7518
0005-3157556-107-10.png,0.6354,1.0828,1.0413
0005-3157556-139-1.png,0.366,0.5756,0.5734
0005-3157556-142-1.png,0.3903,0.6053,0.6158
0005-3157556-1594-2.png,0.5356,0.98,0.9282
0005-3157556-174-17.png,0.3673,0.6023,0.6074
0005-3157556-189-18.png,0.3917,0.6335,0.6299
0005-3157556-192-11.png,0.314,0.5309,0.5377
0005-3157556-193-11.png,0.3324,0.5719,0.5655
0005-3157556-195-11.png,0.3736,0.6053,0.6092
0005-3157556-195-18.png,0.4445,0.71,0.7072
0005-3157556-203-3.png,0.3711,0.4912,0.5138
0005-3157556-211-11.png,0.6806,1.0812,1.0733
0005-3157556-213-3.png,0.6106,0.9057,0.9189
0005-3157556-217-3.png,0.5001,0.7281,0.7461
0005-3157556-229-8.png,0.3375,0.5673,0.5695
0005-3157556-231-8.png,0.3937,0.5989,0.6012
0005-3157556-243-8.png,0.3423,0.5458,0.5482
0005-3157556-244-4.png,0.388,0.7238,0.7154
0005-3157556-247-8.png,0.3429,0.5888,0.5955
0005-3157556-248-14.png,0.5853,0.9432,0.9348
0005-3157556-257-1.png,0.3277,0.6135,0.6136
0005-3157556-268-9.png,0.2042,0.3861,0.3769
0005-3157556-288-9.png,0.3036,0.5109,0.5022
0005-3157556-291-9.png,0.3818,0.5603,0.5735
0005-3157556-299-9.png,0.3935,0.5954,0.6074
0005-3157556-517-19.png,0.0996,0.2896,0.2662
0005-3157556-73-7.png,0.484,0.7753,0.7839
0005-3157556-86-15.png,0.5044,0.7968,0.8236
0005-3157556-87-15.png,0.6864,1.0859,1.0992
0005-3157556-92-13.png,0.4124,0.7537,0.7522
0005-3426930-1-5.png,0.4916,0.9159,0.8816
0005-3426930-2-12.png,0.7381,1.1656,1.162
0005-3426930-3-12.png,0.5375,0.9668,0.953
0006-3157556-100-13.png,0.3058,0.5896,0.5883
0006-3157556-101-13.png,0.3757,0.7087,0.7029
0006-3157556-1801-2.png,0.4188,0.842,0.7945
0006-3157556-1833-2.png,0.3919,0.8404,0.7945
0006-3157556-196-17.png,0.3199,0.6195,0.6423
0006-3157556-206-17.png,0.3629,0.6536,0.6558
0006-3157556-207-17.png,0.3007,0.5683,0.5789
0006-3157556-208-17.png,0.2349,0.4644,0.4787
0006-3157556-209-18.png,0.5366,0.829,0.8085
0006-3157556-213-17.png,0.3062,0.6417,0.6538
0006-3157556-215-11.png,0.305,0.4591,0.4752
0006-3157556-226-18.png,0.4969,0.8323,0.8173
0006-3157556-232-11.png,0.2085,0.4889,0.4808
0006-3157556-240-3.png,0.4219,0.5418,0.5529
0006-3157556-272-4.png,0.3236,0.6707,0.6416
0006-3157556-273-4.png,0.3284,0.6472,0.6146
0006-3157556-274-8.png,0.2732,0.4408,0.4513
0006-3157556-297-4.png,0.2921,0.6438,0.6213
0006-3157556-309-9.png,0.3353,0.6199,0.592
0006-3157556-588-19.png,0.2103,0.493,0.4739
0006-3157556-596-19.png,0.2332,0.4536,0.455
0006-3157556-615-19.png,0.3094,0.6106,0.5953
