image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.8896,1.235,1.2211
0003-3157556-1669-21.png,0.9843,1.4731,1.4395
0003-3157556-1671-21.png,0.9792,1.3011,1.295
0003-3157556-1675-21.png,0.918,1.3273,1.2914
0003-3157556-1682-21.png,0.9846,1.379,1.3637
0003-3157556-178-6.png,1.134,1.4789,1.4482
0003-3157556-274-17.png,0.6709,1.0508,1.0103
0003-3157556-275-17.png,1.1627,1.4545,1.4548
0003-3157556-308-3.png,1.2254,1.451,1.466
0003-3157556-374-8.png,1.0292,1.3298,1.3515
0003-3157556-383-4.png,1.1687,1.4235,1.4317
0003-3157556-444-9.png,1.0602,1.4263,1.3915
0003-3157556-445-9.png,0.9065,1.2751,1.2417
0003-3157556-976-19.png,0.9635,1.2345,1.203
0004-3157556-1001-21.png,1.1706,1.538,1.5182
0004-3157556-1007-21.png,1.0136,1.3669,1.3473
0004-3157556-1008-21.png,1.0136,1.3949,1.3526
0004-3157556-1016-21.png,1.1909,1.605,1.6004
0004-3157556-128-15.png,0.4621,0.7769,0.7459
0004-3157556-131-16.png,0.7488,1.0696,1.0599
0004-3157556-170-17.png,1.2362,1.5019,1.4819
0004-3157556-1737-21.png,1.2925,1.6873,1.6602
0004-3157556-176-18.png,1.3185,1.6434,1.6273
0004-3157556-209-1.png,0.7155,1.0153,1.0314
0004-3157556-211-1.png,0.8177,1.0982,1.112
0004-3157556-2561-2.png,0.4668,1.0071,0.8957
0004-3157556-320-18.png,1.0683,1.362,1.356
0004-3157556-383-11.png,1.2046,1.5327,1.4959
0004-3157556-390-18.png,1.2745,1.6002,1.5732
0004-3157556-465-9.png,0.7534,1.0337,1.0008
0004-3157556-466-9.png,0.7126,1.0461,1.0106
0004-3157556-497-19.png,0.5067,0.8483,0.863
0004-3157556-498-19.png,0.7887,1.1081,1.1033
0004-3157556-503-19.png,0.4576,0.8072,0.8142
0004-3157556-83-15.png,1.3197,1.5701,1.5337
0004-3157556-88-10.png,1.1088,1.3735,1.3472
0004-3157556-92-5.png,0.9163,1.2556,1.2528
0004-3157556-96-20 .png,0.9195,1.19,1.2109
0004-3426930-1-5.png,0.7526,1.0285,1.0142
0004-3426930-2-12.png,0.8753,1.2312,1.2145
0005-3157556-105-6.png,1.2834,1.617,1.6002
0005-3157556-106-6.png,1.2248,1.5405,1.5274
0005-3157556-107-10.png,1.7401,1.9082,1.8904
0005-3157556-139-1.png,1.141,1.4927,1.4796
0005-3157556-142-1.png,1.0745,1.4631,1.4555
0005-3157556-1594-2.png,1.4985,1.8101,1.777
0005-3157556-174-17.png,1.4312,1.7392,1.7217
0005-3157556-189-18.png,1.4661,1.7837,1.7694
0005-3157556-192-11.png,1.3798,1.6909,1.6777
0005-3157556-193-11.png,1.4288,1.7422,1.7098
0005-3157556-195-11.png,1.4367,1.7327,1.7177
0005-3157556-195-18.png,1.3924,1.7373,1.7205
0005-3157556-203-3.png,1.1856,1.5241,1.5072
0005-3157556-211-11.png,1.6696,1.8921,1.8775
0005-3157556-213-3.png,1.5657,1.7983,1.7889
0005-3157556-217-3.png,1.4388,1.7316,1.7297
0005-3157556-229-8.png,1.1135,1.44,1.4396
0005-3157556-231-8.png,1.1163,1.411,1.4107
0005-3157556-243-8.png,1.2015,1.5571,1.5307
0005-3157556-244-4.png,1.3706,1.7261,1.7122
0005-3157556-247-8.png,1.1096,1.4363,1.4237
0005-3157556-248-14.png,1.5297,1.7628,1.7627
0005-3157556-257-1.png,1.0628,1.4635,1.4494
0005-3157556-268-9.png,1.084,1.3936,1.3748
0005-3157556-288-9.png,1.1927,1.5081,1.484
0005-3157556-291-9.png,1.1841,1.5265,1.5151
0005-3157556-299-9.png,1.2338,1.5926,1.5835
0005-3157556-517-19.png,1.1848,1.538,1.4921
0005-3157556-73-7.png,1.0679,1.5365,1.5377
0005-3157556-86-15.png,1.5618,1.8145,1.8011
0005-3157556-87-15.png,1.6834,1.9194,1.9072
0005-3157556-92-13.png,1.4888,1.7734,1.76
0005-3426930-1-5.png,1.5922,1.7643,1.737
0005-3426930-2-12.png,1.681,1.8513,1.8455
0005-3426930-3-12.png,1.2819,1.6416,1.6137
0006-3157556-100-13.png,1.4429,1.7312,1.7106
0006-3157556-101-13.png,1.4201,1.7081,1.6834
0006-3157556-1801-2.png,1.497,1.7657,1.7223
0006-3157556-1833-2.png,1.467,1.775,1.7298
0006-3157556-196-17.png,1.4993,1.8332,1.8158
0006-3157556-206-17.png,1.5093,1.8187,1.7965
0006-3157556-207-17.png,1.4955,1.8073,1.7911
0006-3157556-208-17.png,1.3706,1.7199,1.7013
0006-3157556-209-18.png,1.5996,1.8345,1.8203
0006-3157556-213-17.png,1.3701,1.7229,1.7064
0006-3157556-215-11.png,1.3874,1.6732,1.659
0006-3157556-226-18.png,1.5301,1.8424,1.8243
0006-3157556-232-11.png,1.3104,1.6272,1.5971
0006-3157556-240-3.png,1.2639,1.5563,1.5352
0006-3157556-272-4.png,1.4638,1.753,1.7083
0006-3157556-273-4.png,1.4437,1.7247,1.6889
0006-3157556-274-8.png,1.0613,1.405,1.3972
0006-3157556-297-4.png,1.3145,1.6327,1.5984
0006-3157556-309-9.png,0.9,1.2672,1.2747
0006-3157556-588-19.png,1.3318,1.6657,1.6223
0006-3157556-596-19.png,1.2558,1.5869,1.5499
0006-3157556-615-19.png,1.3906,1.7045,1.6734
0006-3157556-616-19.png,1.277,1.5765,1.5423
0006-3157556-72-16.png,1.083,1.5124,1.4886
0006-3157556-9-12.png,1.4818,1.7662,1.7365
0006-3157556-91-15.png,1.7688,1.9092,1.89
0006-3157556-91-7.png,1.1608,1.5648,1.5781
0006-3157556-95-7.png,1.2373,1.6227,1.6238
0006-3426930-1-12.png,1.2122,1.5176,1.5059
0006-3426930-2-12.png,1.6272,1.8172,1.8188
