image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.3875,0.7754,0.7721
0003-3157556-1669-21.png,0.6221,1.011,1.0512
0003-3157556-1671-21.png,0.5391,0.8769,0.8747
0003-3157556-1675-21.png,0.4111,0.8127,0.8045
0003-3157556-1682-21.png,0.4569,0.8825,0.879
0003-3157556-178-6.png,0.7041,0.9861,1.0079
0003-3157556-274-17.png,0.4398,0.8419,0.8072
0003-3157556-275-17.png,0.1382,0.5055,0.4594
0003-3157556-308-3.png,0.5495,0.782,0.788
0003-3157556-374-8.png,0.4252,0.7333,0.736
0003-3157556-383-4.png,0.6226,1.0398,1.0929
0003-3157556-444-9.png,0.4076,0.7687,0.789
0003-3157556-445-9.png,0.5147,0.9381,0.9263
0003-3157556-976-19.png,0.2944,0.6387,0.6512
0004-3157556-1001-21.png,0.3792,0.7582,0.7744
0004-3157556-1007-21.png,0.6802,1.0837,1.096
0004-3157556-1008-21.png,0.6032,1.0177,1.0262
0004-3157556-1016-21.png,0.4374,0.8695,0.8696
0004-3157556-128-15.png,0.906,1.3398,1.2706
0004-3157556-131-16.png,0.8184,1.2034,1.1881
0004-3157556-170-17.png,0.1699,0.471,0.453
0004-3157556-1737-21.png,0.319,0.7359,0.7594
0004-3157556-176-18.png,0.479,0.7743,0.7869
0004-3157556-209-1.png,0.6847,1.1254,1.1403
0004-3157556-211-1.png,0.7544,1.1777,1.1739
0004-3157556-2561-2.png,1.343,1.7316,1.7048
0004-3157556-320-18.png,0.3981,0.6473,0.6284
0004-3157556-383-11.png,0.2218,0.5859,0.5866
0004-3157556-390-18.png,0.3527,0.7018,0.7084
0004-3157556-465-9.png,0.6433,0.9992,0.9897
0004-3157556-466-9.png,0.6216,1.0194,1.0305
0004-3157556-497-19.png,0.6666,1.0796,1.0399
0004-3157556-498-19.png,0.6325,1.0219,1.0549
0004-3157556-503-19.png,0.8472,1.3142,1.2658
0004-3157556-83-15.png,0.2061,0.5721,0.5395
0004-3157556-88-10.png,0.3643,0.7191,0.7367
0004-3157556-92-5.png,0.5751,0.9796,0.9846
0004-3157556-96-20 .png,0.4655,0.8101,0.7924
0004-3426930-1-5.png,0.4906,0.8666,0.8703
0004-3426930-2-12.png,0.6547,1.0468,1.0293
0005-3157556-105-6.png,0.3075,0.6961,0.6834
0005-3157556-106-6.png,0.4749,0.8629,0.8497
0005-3157556-107-10.png,0.3465,0.7715,0.6747
0005-3157556-139-1.png,0.3696,0.7411,0.7449
0005-3157556-142-1.png,0.4185,0.8148,0.8467
0005-3157556-1594-2.png,0.4971,0.9511,0.9389
0005-3157556-174-17.png,0.1529,0.6185,0.5821
0005-3157556-189-18.png,0.269,0.6673,0.6554
0005-3157556-192-11.png,0.1352,0.5809,0.5708
0005-3157556-193-11.png,0.1262,0.4674,0.4241
0005-3157556-195-11.png,0.1399,0.5369,0.4982
0005-3157556-195-18.png,0.3094,0.6841,0.6885
0005-3157556-203-3.png,0.3021,0.5525,0.5698
0005-3157556-211-11.png,0.3811,0.8513,0.7526
0005-3157556-213-3.png,0.4667,0.7778,0.7682
0005-3157556-217-3.png,0.3976,0.7232,0.7183
0005-3157556-229-8.png,0.3083,0.6687,0.677
0005-3157556-231-8.png,0.3218,0.6307,0.6287
0005-3157556-243-8.png,0.2892,0.6048,0.5891
0005-3157556-244-4.png,0.2525,0.7122,0.6904
0005-3157556-247-8.png,0.3247,0.635,0.6392
0005-3157556-248-14.png,0.4481,0.8751,0.8818
0005-3157556-257-1.png,0.3365,0.8577,0.8733
0005-3157556-268-9.png,0.2187,0.5387,0.5553
0005-3157556-288-9.png,0.2841,0.597,0.605
0005-3157556-291-9.png,0.3542,0.6922,0.6983
0005-3157556-299-9.png,0.3078,0.6127,0.6374
0005-3157556-517-19.png,0.1121,0.4631,0.4848
0005-3157556-73-7.png,0.4958,0.8442,0.8644
0005-3157556-86-15.png,0.25,0.6443,0.5933
0005-3157556-87-15.png,0.3832,0.871,0.7993
0005-3157556-92-13.png,0.1624,0.5284,0.4761
0005-3426930-1-5.png,0.2835,0.6298,0.5779
0005-3426930-2-12.png,0.6457,1.029,1.0086
0005-3426930-3-12.png,0.5357,0.947,0.9415
0006-3157556-100-13.png,0.1229,0.4487,0.4063
0006-3157556-101-13.png,0.1556,0.4877,0.4472
0006-3157556-1801-2.png,0.5698,1.0707,1.0803
0006-3157556-1833-2.png,0.4837,0.9794,0.9712
0006-3157556-196-17.png,0.2117,0.6703,0.6488
0006-3157556-206-17.png,0.1876,0.5961,0.5551
0006-3157556-207-17.png,0.1936,0.6194,0.6135
