image,histogram,distanceHistogram,zigZagDistanceHistogram
0003-3157556-152-13.png,0.1168,0.3775,0.3702
0003-3157556-1669-21.png,0.8586,1.3334,1.3472
0003-3157556-1671-21.png,0.7733,1.1593,1.1631
0003-3157556-1675-21.png,0.6756,1.0791,1.0575
0003-3157556-1682-21.png,0.7242,1.1382,1.1346
0003-3157556-178-6.png,1.1619,1.5738,1.5729
0003-3157556-274-17.png,0.1601,0.4594,0.4312
0003-3157556-275-17.png,0.2515,0.5553,0.5336
0003-3157556-308-3.png,0.7959,1.0917,1.1202
0003-3157556-374-8.png,0.6139,0.9804,1.0026
0003-3157556-383-4.png,0.2772,0.5326,0.5191
0003-3157556-444-9.png,0.7259,1.1504,1.1429
0003-3157556-445-9.png,0.7002,1.2236,1.1996
0003-3157556-976-19.png,0.3522,0.6219,0.5972
0004-3157556-1001-21.png,0.7915,1.1691,1.1578
0004-3157556-1007-21.png,0.8917,1.3251,1.3107
0004-3157556-1008-21.png,0.7947,1.2229,1.1996
0004-3157556-1016-21.png,0.8846,1.3272,1.3237
0004-3157556-128-15.png,0.4565,0.9108,0.836
0004-3157556-131-16.png,0.8604,1.3026,1.2984
0004-3157556-170-17.png,0.3448,0.7353,0.6958
0004-3157556-1737-21.png,0.75,1.2119,1.2071
0004-3157556-176-18.png,0.879,1.2865,1.2655
0004-3157556-209-1.png,0.5985,1.0122,0.9832
0004-3157556-211-1.png,0.7314,1.1597,1.1414
0004-3157556-2561-2.png,0.8472,1.3473,1.2827
0004-3157556-320-18.png,0.706,1.1347,1.0804
0004-3157556-383-11.png,0.2279,0.514,0.462
0004-3157556-390-18.png,0.7008,1.1443,1.1334
0004-3157556-465-9.png,0.7166,1.1598,1.1225
0004-3157556-466-9.png,0.7381,1.1858,1.1647
0004-3157556-497-19.png,0.4241,0.7796,0.7234
0004-3157556-498-19.png,0.4485,0.7669,0.7871
0004-3157556-503-19.png,0.5916,1.0659,1.0349
0004-3157556-83-15.png,0.3518,0.7063,0.6646
0004-3157556-88-10.png,0.4403,0.7925,0.7501
0004-3157556-92-5.png,0.55,0.9508,0.8913
0004-3157556-96-20 .png,0.5105,0.8542,0.8355
0004-3426930-1-5.png,0.2722,0.5659,0.5587
0004-3426930-2-12.png,0.8865,1.3832,1.3515
0005-3157556-105-6.png,0.6476,1.047,1.0268
0005-3157556-106-6.png,0.7645,1.1915,1.1707
0005-3157556-107-10.png,0.9174,1.393,1.3341
0005-3157556-139-1.png,0.6652,1.0904,1.0686
0005-3157556-142-1.png,0.6913,1.0923,1.097
0005-3157556-1594-2.png,0.5117,0.9017,0.8706
0005-3157556-174-17.png,0.6216,1.0545,1.0434
0005-3157556-189-18.png,0.7068,1.0639,1.0534
0005-3157556-192-11.png,0.4943,0.8562,0.8536
0005-3157556-193-11.png,0.5062,0.9201,0.8955
0005-3157556-195-11.png,0.5513,0.9326,0.9123
0005-3157556-195-18.png,0.7721,1.1729,1.1633
0005-3157556-203-3.png,0.6644,0.9886,0.9897
0005-3157556-211-11.png,0.8262,1.3189,1.2776
0005-3157556-213-3.png,0.9735,1.3321,1.3361
0005-3157556-217-3.png,0.8267,1.158,1.1608
0005-3157556-229-8.png,0.5732,0.9268,0.9203
0005-3157556-231-8.png,0.6135,0.9238,0.9223
0005-3157556-243-8.png,0.6789,1.0978,1.0908
0005-3157556-244-4.png,0.4796,0.8789,0.8755
0005-3157556-247-8.png,0.6104,0.9894,0.974
0005-3157556-248-14.png,0.8378,1.2506,1.2425
0005-3157556-257-1.png,0.6524,1.1498,1.1378
0005-3157556-268-9.png,0.4702,0.806,0.7976
0005-3157556-288-9.png,0.5881,0.9398,0.9344
0005-3157556-291-9.png,0.787,1.1933,1.1986
0005-3157556-299-9.png,0.7388,1.1483,1.1474
0005-3157556-517-19.png,0.3486,0.6519,0.6274
0005-3157556-73-7.png,0.755,1.1652,1.1739
0005-3157556-86-15.png,0.665,1.0756,1.0743
0005-3157556-87-15.png,0.8962,1.3881,1.3655
0005-3157556-92-13.png,0.6215,1.0309,1.0254
0005-3426930-1-5.png,0.7425,1.1588,1.1092
0005-3426930-2-12.png,1.1353,1.5354,1.5131
0005-3426930-3-12.png,0.9263,1.4427,1.4105
0006-3157556-100-13.png,0.4848,0.8215,0.814
0006-3157556-101-13.png,0.553,0.9306,0.9234
0006-3157556-1801-2.png,0.409,0.7381,0.6802
0006-3157556-1833-2.png,0.3762,0.7398,0.6836
0006-3157556-196-17.png,0.5938,1.042,1.044
0006-3157556-206-17.png,0.6122,1.0116,0.9969
0006-3157556-207-17.png,0.5535,0.9178,0.9219
0006-3157556-208-17.png,0.4465,0.7964,0.8054
0006-3157556-209-18.png,0.8597,1.2705,1.233
0006-3157556-213-17.png,0.4645,0.8685,0.8703
0006-3157556-215-11.png,0.5092,0.8485,0.84
0006-3157556-226-18.png,0.8295,1.261,1.2502
0006-3157556-232-11.png,0.2992,0.5904,0.5759
0006-3157556-240-3.png,0.7788,1.0597,1.052
0006-3157556-272-4.png,0.4229,0.7896,0.7572
0006-3157556-273-4.png,0.4233,0.7727,0.7483
0006-3157556-274-8.png,0.5519,0.9209,0.9235
0006-3157556-297-4.png,0.3245,0.6621,0.6286
0006-3157556-309-9.png,0.4905,0.8215,0.7981
0006-3157556-588-19.png,0.4541,0.7796,0.7623
0006-3157556-596-19.png,0.5204,0.8915,0.8924
0006-3157556-615-19.png,0.5638,0.8861,0.8863
0006-3157556-616-19.png,0.4153,0.6948,0.6821
0006-3157556-72-16.png,0.8861,1.2937,1.299
0006-3157556-9-12.png,0.9788,1.451,1.4169
0006-3157556-91-15.png,1.0079,1.5007,1.4435
0006-3157556-91-7.png,0.9034,1.3168,1.334
